cow,lactation_number_in_data,TIME,avgtotalmotion,avgtotalsteps,avghoursstanding,avghourslying,avglyingbouts,avgrumination,avgactivity,date,calvdate,Activity,rumination,totalmotion,totalsteps,hoursstanding,hourslying,lyingbouts,predictedcalving,CalvingEaseScore,breed,calved,parity,daysprior,hoursbefore,CES,dayhour
1359,1,8,508.6666667,125.5,0.910416667,1.089583333,0.5,,,28OCT11:00:00:00,30-Oct-11,,,934,220,2,0,0,0,1,H,0,multiparous,-2,-58,1,8
1359,1,10,544.25,133.4166667,0.965486111,1.034513889,0.5,,,28OCT11:00:00:00,30-Oct-11,,,1231,296,1.542777778,0.457222222,1,0,1,H,0,multiparous,-2,-56,1,10
1359,1,12,545.0833333,131.8333333,0.897106482,1.102893519,0.416666667,,,28OCT11:00:00:00,30-Oct-11,,,896,200,1.016666667,0.983333333,0,0,1,H,0,multiparous,-2,-54,1,12
1359,1,14,634.0833333,156.0833333,1.063773148,0.936226852,0.416666667,,,28OCT11:00:00:00,30-Oct-11,,,1091,291,2,0,0,0,1,H,0,multiparous,-2,-52,1,14
1359,1,16,710.1666667,178.1666667,1.144236111,0.855763889,0.416666667,,,28OCT11:00:00:00,30-Oct-11,,,1659,447,2,0,0,0,1,H,0,multiparous,-2,-50,1,16
1359,1,18,714,177.8333333,1.145856482,0.854143519,0.416666667,,,28OCT11:00:00:00,30-Oct-11,,,986,253,1.452222222,0.547777778,1,0,1,H,0,multiparous,-2,-48,1,18
1359,1,20,739.5833333,183.75,1.178333333,0.821666667,0.583333333,,,28OCT11:00:00:00,30-Oct-11,,,308,71,0.389722222,1.610277778,2,0,1,H,0,multiparous,-1,-46,1,20
1359,1,22,745.8333333,184.8333333,1.188101852,0.811898148,0.666666667,,,28OCT11:00:00:00,30-Oct-11,,,75,13,0.117222222,1.882777778,1,0,1,H,0,multiparous,-1,-44,1,22
1359,1,0,719.5,178,1.184375,0.815625,0.666666667,,,29OCT11:00:00:00,30-Oct-11,,,300,68,1.198055556,0.801944444,1,0,1,H,0,multiparous,-1,-42,1,0
1359,1,2,700.25,172.5,1.173101852,0.826898148,0.75,,,29OCT11:00:00:00,30-Oct-11,,,608,142,1.578888889,0.421111111,1,0,1,H,0,multiparous,-1,-40,1,2
1359,1,4,696.5833333,171,1.160300926,0.839699074,0.75,,,29OCT11:00:00:00,30-Oct-11,,,97,17,0.084444444,1.915555556,1,0,1,H,0,multiparous,-1,-38,1,4
1359,1,6,705.3333333,173.9166667,1.221319444,0.778680556,0.666666667,,,29OCT11:00:00:00,30-Oct-11,,,279,69,1.275833333,0.724166667,0,0,1,H,0,multiparous,-1,-36,1,6
1359,1,8,683.9166667,169.0833333,1.221319444,0.778680556,0.666666667,,,29OCT11:00:00:00,30-Oct-11,,,677,162,2,0,0,0,1,H,0,multiparous,-1,-34,1,8
1359,1,10,661.4166667,164.4166667,1.200532407,0.799467593,0.666666667,,,29OCT11:00:00:00,30-Oct-11,,,961,240,1.293333333,0.706666667,1,0,1,H,0,multiparous,-1,-32,1,10
1359,1,12,1102.75,245.5833333,1.274444444,0.725555556,0.75,,,29OCT11:00:00:00,30-Oct-11,,,6192,1174,1.903611111,0.096388889,1,0,1,H,0,multiparous,-1,-30,1,12
1359,1,14,1240.916667,274.8333333,1.271828704,0.728171296,0.833333333,,,29OCT11:00:00:00,30-Oct-11,,,2749,642,1.968611111,0.031388889,1,0,1,H,0,multiparous,-1,-28,1,14
1359,1,16,1162.5,252.25,1.153101852,0.846898148,0.833333333,,,29OCT11:00:00:00,30-Oct-11,,,718,176,0.575277778,1.424722222,0,0,1,H,0,multiparous,-1,-26,1,16
1359,1,18,1133.75,244.1666667,1.109722222,0.890277778,0.833333333,,,29OCT11:00:00:00,30-Oct-11,,,641,156,0.931666667,1.068333333,1,0,1,H,0,multiparous,-1,-24,1,18
1359,1,20,1127.833333,243.3333333,1.128356482,0.871643519,0.833333333,,,29OCT11:00:00:00,30-Oct-11,,,237,61,0.613333333,1.386666667,2,0,1,H,0,multiparous,0,-22,1,20
1359,1,22,1199.166667,261.3333333,1.275416667,0.724583333,0.75,,,29OCT11:00:00:00,30-Oct-11,,,931,229,1.881944444,0.118055556,0,0,1,H,0,multiparous,0,-20,1,22
1359,1,0,1222.75,267.9166667,1.293472222,0.706527778,0.75,,,30OCT11:00:00:00,30-Oct-11,,,583,147,1.414722222,0.585277778,1,0,1,H,0,multiparous,0,-18,1,0
1359,1,2,1199.333333,263.5,1.237638889,0.762361111,0.75,,,30OCT11:00:00:00,30-Oct-11,,,327,89,0.908888889,1.091111111,1,0,1,H,0,multiparous,0,-16,1,2
1359,1,4,1200.916667,264.4166667,1.260601852,0.739398148,0.666666667,,,30OCT11:00:00:00,30-Oct-11,,,116,28,0.36,1.64,0,0,1,H,0,multiparous,0,-14,1,4
1359,1,6,1193.916667,262.1666667,1.228263889,0.771736111,0.75,,,30OCT11:00:00:00,30-Oct-11,,,195,42,0.887777778,1.112222222,1,0,1,H,0,multiparous,0,-12,1,6
1359,1,8,1219.083333,269.8333333,1.228263889,0.771736111,0.75,,,30OCT11:00:00:00,30-Oct-11,,,979,254,2,0,0,0,1,H,0,multiparous,0,-10,1,8
1359,1,10,1261.083333,277.8333333,1.228009259,0.771990741,0.833333333,,,30OCT11:00:00:00,30-Oct-11,,,1465,336,1.290277778,0.709722222,2,0,1,H,0,multiparous,0,-8,1,10
1359,1,12,752,180.4166667,1.075601852,0.924398148,0.833333333,,,30OCT11:00:00:00,30-Oct-11,,,83,5,0.074722222,1.925277778,1,0,1,H,0,multiparous,0,-6,1,12
1359,1,14,758.3333333,174.1666667,1.017152778,0.982847222,0.916666667,,,30OCT11:00:00:00,30-Oct-11,,,2825,567,1.267222222,0.732777778,2,0,1,H,0,multiparous,0,-4,1,14
1359,1,16,795.5833333,178.5,1.081643519,0.918356482,1.5,,,30OCT11:00:00:00,30-Oct-11,,,1165,228,1.349166667,0.650833333,7,0,1,H,1,multiparous,0,-2,1,16
1359,1,18,1046.666667,224.8333333,1.159236111,0.840763889,1.5,,,30OCT11:00:00:00,30-Oct-11,,,3654,712,1.862777778,0.137222222,1,0,1,H,1,multiparous,0,0,1,18
1366,1,10,615.25,165.1666667,0.945763889,1.054236111,1.166666667,27.91666667,39.00833333,17JUL12:00:00:00,20-Jul-12,50.8,25,576,171,0.794444444,1.205555556,1,5,1,H,0,multiparous,-2,-70,1,10
1366,1,12,633.5,170.1666667,0.977800926,1.022199074,1.166666667,27.75,38.20833333,17JUL12:00:00:00,20-Jul-12,37.7,47,549,154,1.426111111,0.573888889,1,5,1,H,0,multiparous,-2,-68,1,12
1366,1,14,642.75,172,0.966944444,1.033055556,1.25,29.83333333,37.41666667,17JUL12:00:00:00,20-Jul-12,36,47,508,138,1.027777778,0.972222222,1,5,1,H,0,multiparous,-2,-66,1,14
1366,1,16,682.1666667,185.25,1.051967593,0.948032407,1.25,26.75,37.10833333,17JUL12:00:00:00,20-Jul-12,35.2,0,987,286,1.950277778,0.049722222,1,5,1,H,0,multiparous,-2,-64,1,16
1366,1,18,768.1666667,209.5833333,1.112523148,0.887476852,1.083333333,26.75,34.66666667,17JUL12:00:00:00,20-Jul-12,0,0,1589,444,1.559444444,0.440555556,0,5,1,H,0,multiparous,-2,-62,1,18
1366,1,20,710.8333333,195,1.059421296,0.940578704,1,26.75,34.66666667,17JUL12:00:00:00,20-Jul-12,0,0,1265,367,1.099166667,0.900833333,1,5,1,H,0,multiparous,-2,-60,1,20
1366,1,22,697.3333333,190.9166667,1.049444444,0.950555556,1.083333333,25.25,34.41666667,17JUL12:00:00:00,20-Jul-12,46.8,31,134,22,0.339722222,1.660277778,3,5,1,H,0,multiparous,-2,-58,1,22
1366,1,0,635.8333333,175.1666667,0.994722222,1.005277778,1,25.5,33.94166667,18JUL12:00:00:00,20-Jul-12,38.7,40,12,0,0,2,0,4,1,H,0,multiparous,-2,-56,1,0
1366,1,2,646.5,178.9166667,1.017777778,0.982222222,1,25.41666667,32.825,18JUL12:00:00:00,20-Jul-12,28.7,57,202,50,0.315,1.685,2,4,1,H,0,multiparous,-2,-54,1,2
1366,1,4,651.6666667,179.4166667,1.014097222,0.985902778,1,25.58333333,33.06666667,18JUL12:00:00:00,20-Jul-12,27,20,379,93,0.550277778,1.449722222,0,4,1,H,0,multiparous,-2,-52,1,4
1366,1,6,616.6666667,170.9166667,1.002337963,0.997662037,1,25.83333333,34.03333333,18JUL12:00:00:00,20-Jul-12,42,10,692,194,1.770277778,0.229722222,1,4,1,H,0,multiparous,-2,-50,1,6
1366,1,8,648.5833333,178.75,1.015439815,0.984560185,1,25.58333333,33.825,18JUL12:00:00:00,20-Jul-12,63,30,890,226,1.352777778,0.647222222,1,4,1,H,0,multiparous,-2,-48,1,8
1366,1,10,604.3333333,165.1666667,0.972083333,1.027916667,1,28.08333333,33.675,18JUL12:00:00:00,20-Jul-12,49,55,45,8,0.274166667,1.725833333,1,4,1,H,0,multiparous,-1,-46,1,10
1366,1,12,633.5833333,172.75,1.002199074,0.997800926,1,26.58333333,33.19166667,18JUL12:00:00:00,20-Jul-12,31.9,29,900,245,1.7875,0.2125,1,4,1,H,0,multiparous,-1,-44,1,12
1366,1,14,619,167.75,0.983865741,1.016134259,1.083333333,24.33333333,33.49166667,18JUL12:00:00:00,20-Jul-12,39.6,20,333,78,0.807777778,1.192222222,2,4,1,H,0,multiparous,-1,-42,1,14
1366,1,16,624.3333333,168.75,0.951875,1.048125,1,24.33333333,34.19166667,18JUL12:00:00:00,20-Jul-12,43.6,0,1051,298,1.566388889,0.433611111,0,4,1,H,0,multiparous,-1,-40,1,16
1366,1,18,735.3333333,195.3333333,0.956527778,1.043472222,1.083333333,24.33333333,34.19166667,18JUL12:00:00:00,20-Jul-12,0,0,2921,763,1.615277778,0.384722222,1,4,1,H,0,multiparous,-1,-38,1,18
1366,1,20,822.6666667,214.5,0.959699074,1.040300926,1.25,24.33333333,34.19166667,18JUL12:00:00:00,20-Jul-12,0,0,2313,597,1.137222222,0.862777778,3,4,1,H,0,multiparous,-1,-36,1,20
1366,1,22,827.25,216.4166667,0.956851852,1.043148148,1.083333333,25.58333333,35,18JUL12:00:00:00,20-Jul-12,56.5,46,189,45,0.305555556,1.694444444,1,4,1,H,0,multiparous,-1,-34,1,22
1366,1,0,1042.5,268.4166667,1.057384259,0.942615741,1.166666667,25.25,34.30833333,19JUL12:00:00:00,20-Jul-12,30.4,36,2595,624,1.206388889,0.793611111,1,3,1,H,0,multiparous,-1,-32,1,0
1366,1,2,1096.5,281.4166667,1.079282407,0.920717593,1.083333333,23.66666667,37.975,19JUL12:00:00:00,20-Jul-12,72.7,38,850,206,0.577777778,1.422222222,1,3,1,H,0,multiparous,-1,-30,1,2
1366,1,4,1151.833333,293.75,1.116342593,0.883657407,1.25,23.41666667,39.425,19JUL12:00:00:00,20-Jul-12,44.4,17,1043,241,0.995,1.005,2,3,1,H,0,multiparous,-1,-28,1,4
1366,1,6,1131.916667,288.5,1.045833333,0.954166667,1.25,26.58333333,39.65,19JUL12:00:00:00,20-Jul-12,44.7,48,453,131,0.924166667,1.075833333,1,3,1,H,0,multiparous,-1,-26,1,6
1366,1,8,1099.416667,280.9166667,1.003657407,0.996342593,1.25,25.91666667,38.45,19JUL12:00:00:00,20-Jul-12,48.6,22,500,135,0.846666667,1.153333333,1,3,1,H,0,multiparous,-1,-24,1,8
1366,1,10,1130.25,289.5,1.036388889,0.963611111,1.25,23.41666667,37.31666667,19JUL12:00:00:00,20-Jul-12,35.4,25,415,111,0.666944444,1.333055556,1,3,1,H,0,multiparous,0,-22,1,10
1366,1,12,1113.5,283.5833333,0.943194444,1.056805556,1.166666667,22.91666667,37.85833333,19JUL12:00:00:00,20-Jul-12,38.4,23,699,174,0.669166667,1.330833333,0,3,1,H,0,multiparous,0,-20,1,12
1366,1,14,1207.333333,313.6666667,0.987268519,1.012731482,1.083333333,25.33333333,37.89166667,19JUL12:00:00:00,20-Jul-12,40,49,1459,439,1.336666667,0.663333333,1,3,1,H,0,multiparous,0,-18,1,14
1366,1,16,1349.083333,349.6666667,0.968981482,1.031018519,1.083333333,27.08333333,37.85833333,19JUL12:00:00:00,20-Jul-12,43.2,21,2752,730,1.346944444,0.653055556,0,3,1,H,0,multiparous,0,-16,1,16
1366,1,18,1370,355.5,0.974513889,1.025486111,1.083333333,27.08333333,41.925,19JUL12:00:00:00,20-Jul-12,48.8,0,3172,833,1.681666667,0.318333333,1,3,1,H,0,multiparous,0,-14,1,18
1366,1,20,1189.75,309,0.890092593,1.109907407,1,27.08333333,41.925,19JUL12:00:00:00,20-Jul-12,0,0,150,39,0.124166667,1.875833333,2,3,1,H,0,multiparous,0,-12,1,20
1366,1,22,1317.75,348.0833333,0.988287037,1.011712963,1,25.66666667,39.60833333,19JUL12:00:00:00,20-Jul-12,28.7,29,1725,514,1.483888889,0.516111111,1,3,1,H,0,multiparous,0,-10,1,22
1366,1,0,1105.916667,297.3333333,0.899583333,1.100416667,1,26.58333333,40.13333333,20JUL12:00:00:00,20-Jul-12,36.7,47,53,15,0.141944444,1.858055556,1,2,1,H,0,multiparous,0,-8,1,0
1366,1,2,1089.916667,294.4166667,0.935578704,1.064421296,1,24.91666667,35.75,20JUL12:00:00:00,20-Jul-12,20.1,18,658,171,1.009722222,0.990277778,1,2,1,H,0,multiparous,0,-6,1,2
1366,1,4,1107.5,305.5,0.94037037,1.05962963,1,25.83333333,33.8,20JUL12:00:00:00,20-Jul-12,21,28,1254,374,1.0525,0.9475,2,2,1,H,0,multiparous,0,-4,1,4
1366,1,6,1323.833333,359.75,0.996203704,1.003796296,1.166666667,23,33.025,20JUL12:00:00:00,20-Jul-12,35.4,14,3049,782,1.594166667,0.405833333,3,2,1,H,1,multiparous,0,-2,1,6
1366,1,8,1358.75,367.9166667,1.009212963,0.990787037,1.5,22.25,32.93333333,20JUL12:00:00:00,20-Jul-12,47.5,13,919,233,1.002777778,0.997222222,5,2,1,H,1,multiparous,0,0,1,8
1370,1,10,706.25,178.5,0.892800926,1.107199074,0.833333333,29,24.975,14DEC11:00:00:00,17-Dec-11,32.5,38,1685,443,1.474444444,0.525555556,1,8,1,H,0,multiparous,-2,-70,1,10
1370,1,12,622.0833333,156.6666667,0.812222222,1.187777778,0.833333333,28.5,24.26666667,14DEC11:00:00:00,17-Dec-11,28.3,32,6,0,0,2,0,8,1,H,0,multiparous,-2,-68,1,12
1370,1,14,760.0833333,189.8333333,0.899837963,1.100162037,0.833333333,26.08333333,24.45,14DEC11:00:00:00,17-Dec-11,31.6,0,1833,438,1.206388889,0.793611111,2,8,1,H,0,multiparous,-2,-66,1,14
1370,1,16,768.4166667,191.5,0.878703704,1.121296296,0.833333333,26.08333333,24.2,14DEC11:00:00:00,17-Dec-11,38.8,0,2121,514,1.688611111,0.311388889,0,8,1,H,0,multiparous,-2,-64,1,16
1370,1,18,739.25,182.5833333,0.859930556,1.140069444,0.916666667,26.08333333,24.2,14DEC11:00:00:00,17-Dec-11,0,0,647,145,0.562222222,1.437777778,2,8,1,H,0,multiparous,-2,-62,1,18
1370,1,20,787.6666667,195.0833333,0.956273148,1.043726852,1,26.08333333,24.2,14DEC11:00:00:00,17-Dec-11,0,0,676,157,1.169166667,0.830833333,2,8,1,H,0,multiparous,-2,-60,1,20
1370,1,22,735.4166667,181.5,0.870231482,1.129768519,1,28.5,23.93333333,14DEC11:00:00:00,17-Dec-11,24.3,64,237,60,0.436944444,1.563055556,0,8,1,H,0,multiparous,-2,-58,1,22
1370,1,0,707.6666667,172.8333333,0.793865741,1.206134259,0.916666667,28.16666667,22.14166667,15DEC11:00:00:00,17-Dec-11,20,50,230,59,0.438611111,1.561388889,1,7,1,H,0,multiparous,-2,-56,1,0
1370,1,2,706,172.4166667,0.780069444,1.219930556,0.916666667,25.75,21.44166667,15DEC11:00:00:00,17-Dec-11,19.5,30,65,12,0.021111111,1.978888889,1,7,1,H,0,multiparous,-2,-54,1,2
1370,1,4,721.8333333,177.5833333,0.824490741,1.175509259,0.833333333,24.41666667,21.23333333,15DEC11:00:00:00,17-Dec-11,14,34,265,76,0.738333333,1.261666667,0,7,1,H,0,multiparous,-2,-52,1,4
1370,1,6,739.75,183.9166667,0.85599537,1.14400463,0.833333333,26.16666667,21.20833333,15DEC11:00:00:00,17-Dec-11,20,49,680,205,2,0,0,7,1,H,0,multiparous,-2,-50,1,6
1370,1,8,728,183.4166667,0.886851852,1.113148148,0.833333333,28.33333333,21.125,15DEC11:00:00:00,17-Dec-11,24.5,43,291,92,0.906388889,1.093611111,1,7,1,H,0,multiparous,-2,-48,1,8
1370,1,10,657.75,166.3333333,0.904166667,1.095833333,0.75,28.58333333,21.25,15DEC11:00:00:00,17-Dec-11,34,41,842,238,1.682222222,0.317777778,0,7,1,H,0,multiparous,-1,-46,1,10
1370,1,12,679.0833333,172.25,0.943564815,1.056435185,0.833333333,29.5,21.85,15DEC11:00:00:00,17-Dec-11,35.5,43,262,71,0.472777778,1.527222222,1,7,1,H,0,multiparous,-1,-44,1,12
1370,1,14,603.3333333,157.75,0.955509259,1.044490741,0.666666667,30.75,21.675,15DEC11:00:00:00,17-Dec-11,29.5,15,924,264,1.349722222,0.650277778,0,7,1,H,0,multiparous,-1,-42,1,14
1370,1,16,584.6666667,155.5,0.977986111,1.022013889,0.75,30.75,21.44166667,15DEC11:00:00:00,17-Dec-11,36,0,1897,487,1.958333333,0.041666667,1,7,1,H,0,multiparous,-1,-40,1,16
1370,1,18,633.75,170.25,1.053055556,0.946944444,0.666666667,30.75,21.44166667,15DEC11:00:00:00,17-Dec-11,0,0,1236,322,1.463055556,0.536944444,1,7,1,H,0,multiparous,-1,-38,1,18
1370,1,20,582.75,157.8333333,0.96150463,1.03849537,0.583333333,30.75,21.44166667,15DEC11:00:00:00,17-Dec-11,0,0,64,8,0.070555556,1.929444444,1,7,1,H,0,multiparous,-1,-36,1,20
1370,1,22,600.3333333,162.4166667,1.029814815,0.970185185,0.666666667,31.91666667,21.98333333,15DEC11:00:00:00,17-Dec-11,30.8,78,448,115,1.256666667,0.743333333,1,7,1,H,0,multiparous,-1,-34,1,22
1370,1,0,587.0833333,158.9166667,1.00662037,0.99337963,0.666666667,34,22.75833333,16DEC11:00:00:00,17-Dec-11,29.3,75,71,17,0.160277778,1.839722222,1,6,1,H,0,multiparous,-1,-32,1,0
1370,1,2,617.6666667,167.9166667,1.07525463,0.92474537,0.666666667,37.08333333,22.61666667,16DEC11:00:00:00,17-Dec-11,17.8,67,432,120,0.844722222,1.155277778,1,6,1,H,0,multiparous,-1,-30,1,2
1370,1,4,600.1666667,162.4166667,1.023148148,0.976851852,0.75,38.58333333,23.125,16DEC11:00:00:00,17-Dec-11,20.1,52,55,10,0.113055556,1.886944444,1,6,1,H,0,multiparous,-1,-28,1,4
1370,1,6,639.0833333,171.3333333,1.020486111,0.979513889,0.75,35.83333333,24.25833333,16DEC11:00:00:00,17-Dec-11,33.6,16,1147,312,1.968055556,0.031944444,0,6,1,H,0,multiparous,-1,-26,1,6
1370,1,8,822.3333333,216.5,1.11162037,0.88837963,0.666666667,32.25,26.99166667,16DEC11:00:00:00,17-Dec-11,57.3,0,2490,634,2,0,0,6,1,H,0,multiparous,-1,-24,1,8
1370,1,10,974.6666667,251.8333333,1.117731482,0.882268519,0.75,28.83333333,24.15833333,16DEC11:00:00:00,17-Dec-11,0,0,2670,662,1.755555556,0.244444444,1,6,1,H,0,multiparous,0,-22,1,10
1370,1,12,1029.166667,266.3333333,1.124560185,0.875439815,0.75,25.25,21.2,16DEC11:00:00:00,17-Dec-11,0,0,916,245,0.554722222,1.445277778,1,6,1,H,0,multiparous,0,-20,1,12
1370,1,14,964.1666667,246.0833333,1.02400463,0.97599537,0.833333333,24,18.74166667,16DEC11:00:00:00,17-Dec-11,0,0,144,21,0.143055556,1.856944444,1,6,1,H,0,multiparous,0,-18,1,14
1370,1,16,1158.833333,292.4166667,1.020601852,0.979398148,0.75,24,15.74166667,16DEC11:00:00:00,17-Dec-11,0,0,4233,1043,1.9175,0.0825,0,6,1,H,0,multiparous,0,-16,1,16
1370,1,18,1148.5,284.6666667,0.960486111,1.039513889,1.166666667,24,15.74166667,16DEC11:00:00:00,17-Dec-11,0,0,1112,229,0.741666667,1.258333333,6,6,1,H,0,multiparous,0,-14,1,18
1370,1,20,1187.166667,293.25,1.056643519,0.943356482,1.25,24,15.74166667,16DEC11:00:00:00,17-Dec-11,0,0,528,111,1.224444444,0.775555556,2,6,1,H,0,multiparous,0,-12,1,20
1370,1,22,1168.833333,287.9166667,1.05162037,0.94837963,1.416666667,17.5,17.1,16DEC11:00:00:00,17-Dec-11,47.1,0,228,51,1.196388889,0.803611111,3,6,1,H,0,multiparous,0,-10,1,22
1370,1,0,1195,294.25,1.163634259,0.836365741,1.666666667,11.66666667,18.41666667,17DEC11:00:00:00,17-Dec-11,45.1,5,385,93,1.504444444,0.495555556,4,5,1,H,0,multiparous,0,-8,1,0
1370,1,2,1222.083333,301.75,1.191064815,0.808935185,1.75,7.25,20.6,17DEC11:00:00:00,17-Dec-11,44,14,757,210,1.173888889,0.826111111,2,5,1,H,0,multiparous,0,-6,1,2
1370,1,4,1268.75,314.3333333,1.270277778,0.729722222,1.833333333,4.333333333,22.36666667,17DEC11:00:00:00,17-Dec-11,41.3,17,615,161,1.063611111,0.936388889,2,5,1,H,0,multiparous,0,-4,1,4
1370,1,6,1268.5,313.25,1.211990741,0.788009259,1.833333333,4.416666667,22.69166667,17DEC11:00:00:00,17-Dec-11,37.5,17,1144,299,1.268611111,0.731388889,0,5,1,H,1,multiparous,0,-2,1,6
1370,1,8,1248.666667,304.1666667,1.203263889,0.796736111,2,5.833333333,21.99166667,17DEC11:00:00:00,17-Dec-11,48.9,17,2252,525,1.895277778,0.104722222,2,5,1,H,1,multiparous,0,0,1,8
1397,1,8,1467.25,307.9166667,0.877685185,1.122314815,0.833333333,29.16666667,27.675,14OCT12:00:00:00,17-Oct-12,24.2,27,2670,559,1.213333333,0.786666667,1,0,1,H,0,multiparous,-2,-70,1,8
1397,1,10,1440.583333,300.9166667,0.837939815,1.162060185,0.833333333,27.58333333,29.75,14OCT12:00:00:00,17-Oct-12,58.1,15,254,57,0.3425,1.6575,0,0,1,H,0,multiparous,-2,-68,1,10
1397,1,12,1427.75,299.5,0.84400463,1.15599537,0.75,29.08333333,29.60833333,14OCT12:00:00:00,17-Oct-12,31.4,45,408,92,0.599722222,1.400277778,1,0,1,H,0,multiparous,-2,-66,1,12
1397,1,14,1445.833333,308.75,0.883263889,1.116736111,0.75,29.5,29.50833333,14OCT12:00:00:00,17-Oct-12,31.8,33,2059,466,1.251666667,0.748333333,0,0,1,H,0,multiparous,-2,-64,1,14
1397,1,16,1228.5,261.3333333,0.823564815,1.176435185,0.833333333,30,30.25,14OCT12:00:00:00,17-Oct-12,49.4,6,566,134,1.283611111,0.716388889,1,0,1,H,0,multiparous,-2,-62,1,16
1397,1,18,1132.916667,242.5,0.793078704,1.206921296,0.833333333,30,34.08333333,14OCT12:00:00:00,17-Oct-12,46,0,1699,381,1.173055556,0.826944444,1,0,1,H,0,multiparous,-2,-60,1,18
1397,1,20,1101.166667,233.0833333,0.765046296,1.234953704,0.833333333,30,34.08333333,14OCT12:00:00:00,17-Oct-12,0,0,241,27,0.175,1.825,1,0,1,H,0,multiparous,-2,-58,1,20
1397,1,22,1210.5,249.5833333,0.862615741,1.137384259,0.833333333,28.41666667,33.25833333,14OCT12:00:00:00,17-Oct-12,21.8,41,1850,308,1.288333333,0.711666667,1,0,1,H,0,multiparous,-2,-56,1,22
1397,1,0,994.4166667,208.75,0.820162037,1.179837963,0.833333333,30,35.6,15OCT12:00:00:00,17-Oct-12,43.4,62,758,180,0.510277778,1.489722222,1,0,1,H,0,multiparous,-2,-54,1,0
1397,1,2,994.5,208.75,0.816458333,1.183541667,0.833333333,28,33.23333333,15OCT12:00:00:00,17-Oct-12,34.2,40,88,8,0.019444444,1.980555556,1,0,1,H,0,multiparous,-2,-52,1,2
1397,1,4,948.8333333,195.75,0.720578704,1.279421296,0.916666667,30.25,32.4,15OCT12:00:00:00,17-Oct-12,13,60,125,7,0.048888889,1.951111111,1,0,1,H,0,multiparous,-2,-50,1,4
1397,1,6,970.1666667,204.8333333,0.809652778,1.190347222,0.75,27.41666667,30.65833333,15OCT12:00:00:00,17-Oct-12,14.6,0,924,239,1.81,0.19,0,0,1,H,0,multiparous,-2,-48,1,6
1397,1,8,900.6666667,191.5,0.775578704,1.224421296,0.75,25.16666667,28.64166667,15OCT12:00:00:00,17-Oct-12,0,0,1836,399,0.804444444,1.195555556,1,0,1,H,0,multiparous,-1,-46,1,8
1397,1,10,913.3333333,195.25,0.78875,1.21125,0.833333333,23.91666667,23.8,15OCT12:00:00:00,17-Oct-12,0,0,406,102,0.500555556,1.499444444,1,0,1,H,0,multiparous,-1,-44,1,10
1397,1,12,897.25,191.25,0.769444444,1.230555556,0.833333333,20.16666667,21.18333333,15OCT12:00:00:00,17-Oct-12,0,0,215,44,0.368055556,1.631944444,1,0,1,H,0,multiparous,-1,-42,1,12
1397,1,14,830,176.9166667,0.722453704,1.277546296,0.833333333,17.41666667,18.53333333,15OCT12:00:00:00,17-Oct-12,0,0,1252,294,0.687777778,1.312222222,0,0,1,H,0,multiparous,-1,-40,1,14
1397,1,16,873.0833333,186.25,0.704652778,1.295347222,0.833333333,16.91666667,14.41666667,15OCT12:00:00:00,17-Oct-12,0,0,1083,246,1.07,0.93,1,0,1,H,0,multiparous,-1,-38,1,16
1397,1,18,965.0833333,206.75,0.744444444,1.255555556,0.833333333,16.91666667,10.58333333,15OCT12:00:00:00,17-Oct-12,0,0,2803,627,1.650555556,0.349444444,1,0,1,H,0,multiparous,-1,-36,1,18
1397,1,20,945.4166667,204.5,0.729861111,1.270138889,0.75,16.91666667,10.58333333,15OCT12:00:00:00,17-Oct-12,0,0,5,0,0,2,0,0,1,H,0,multiparous,-1,-34,1,20
1397,1,22,855,193.8333333,0.680949074,1.319050926,0.75,16.58333333,10.43333333,15OCT12:00:00:00,17-Oct-12,20,37,765,180,0.701388889,1.298611111,1,0,1,H,0,multiparous,-1,-32,1,22
1397,1,0,797.25,179.3333333,0.641157407,1.358842593,0.75,17.25,8.716666667,16OCT12:00:00:00,17-Oct-12,22.8,70,65,6,0.032777778,1.967222222,1,0,1,H,0,multiparous,-1,-30,1,0
1397,1,2,797.75,179.25,0.641064815,1.358935185,0.75,18.08333333,7.066666667,16OCT12:00:00:00,17-Oct-12,14.4,50,94,7,0.018333333,1.981666667,1,0,1,H,0,multiparous,-1,-28,1,2
1397,1,4,825.4166667,187.9166667,0.73537037,1.26462963,0.666666667,14.91666667,6.85,16OCT12:00:00:00,17-Oct-12,10.4,22,457,111,1.180555556,0.819444444,0,0,1,H,0,multiparous,-1,-26,1,4
1397,1,6,853.3333333,194.6666667,0.751203704,1.248796296,0.666666667,14.91666667,8.216666667,16OCT12:00:00:00,17-Oct-12,31,0,1259,320,2,0,0,0,1,H,0,multiparous,-1,-24,1,6
1397,1,8,864.5,197.5833333,0.7725,1.185833333,0.666666667,14.91666667,8.216666667,16OCT12:00:00:00,17-Oct-12,0,0,1970,434,1.06,0.44,1,0,1,H,0,multiparous,0,-22,1,8
1397,1,10,834.25,189.0833333,0.730787037,1.227546296,0.583333333,14.91666667,8.216666667,16OCT12:00:00:00,17-Oct-12,0,0,43,0,0,2,0,0,1,H,0,multiparous,0,-20,1,10
1397,1,12,940.75,213.0833333,0.764652778,1.193680556,0.583333333,14.91666667,8.216666667,16OCT12:00:00:00,17-Oct-12,0,0,1493,332,0.774444444,1.225555556,1,0,1,H,0,multiparous,0,-18,1,12
