cow,lactation_number_in_data,TIME,avgtotalmotion,avgtotalsteps,avghoursstanding,avghourslying,avglyingbouts,avgrumination,avgactivity,date,calvdate,Activity,rumination,totalmotion,totalsteps,hoursstanding,hourslying,lyingbouts,predictedcalving,CalvingEaseScore,breed,calved,parity,daysprior,hoursbefore,CES,dayhour
1346,1,16,725.3333333,188.5833333,0.907986111,1.092013889,0.583333333,33.58333333,27.63333333,28OCT11:00:00:00,29-Oct-11,28.7,0,584,160,0.703055556,1.296944444,0,0,1,H,0,multiparous,0,-22,1,16
1346,1,18,567.3333333,151.25,0.881550926,1.118449074,0.666666667,33.58333333,27.63333333,28OCT11:00:00:00,29-Oct-11,0,0,801,237,1.682777778,0.317222222,1,0,1,H,0,multiparous,0,-20,1,18
1346,1,20,581.4166667,155.25,0.896064815,1.103935185,0.666666667,33.58333333,27.63333333,28OCT11:00:00:00,29-Oct-11,0,0,760,199,1.131388889,0.868611111,1,0,1,H,0,multiparous,0,-18,1,20
1346,1,22,577.6666667,154.5833333,0.911967593,1.088032407,0.666666667,35.33333333,28.28333333,28OCT11:00:00:00,29-Oct-11,33.3,78,227,63,0.438055556,1.561944444,1,0,1,H,0,multiparous,0,-16,1,22
1346,1,0,594.6666667,159.25,0.939791667,1.060208333,0.666666667,34.5,28.30833333,29OCT11:00:00:00,29-Oct-11,21.1,51,232,60,0.403888889,1.596111111,1,0,1,H,0,multiparous,0,-14,1,0
1346,1,2,490.25,131.9166667,0.863472222,1.136527778,0.666666667,39.08333333,27.09166667,29OCT11:00:00:00,29-Oct-11,13.6,73,80,20,0.129166667,1.870833333,1,0,1,H,0,multiparous,0,-12,1,2
1346,1,4,505.25,135.5,0.922291667,1.077708333,0.75,41.91666667,24.38333333,29OCT11:00:00:00,29-Oct-11,13.9,40,264,60,0.784166667,1.215833333,1,0,1,H,0,multiparous,0,-10,1,4
1346,1,6,476.75,128.8333333,0.823055556,1.176944444,0.75,44.58333333,24.23333333,29OCT11:00:00:00,29-Oct-11,20.2,64,175,57,0.506111111,1.493888889,1,0,1,H,0,multiparous,0,-8,1,6
1346,1,8,621,167.75,0.91162037,1.08837963,0.75,41.5,23.4,29OCT11:00:00:00,29-Oct-11,24.8,7,2273,624,1.704444444,0.295555556,0,0,1,H,0,multiparous,0,-6,1,8
1346,1,10,596.6666667,163.25,0.844421296,1.155578704,0.833333333,41.58333333,23.88333333,29OCT11:00:00:00,29-Oct-11,52,28,866,231,1.193611111,0.806388889,1,0,1,H,0,multiparous,0,-4,1,10
1346,1,12,749.0833333,201.8333333,0.897013889,1.102986111,0.916666667,37.5,22.34166667,29OCT11:00:00:00,29-Oct-11,37.2,28,2205,571,1.336388889,0.663611111,2,0,1,H,1,multiparous,0,-2,1,12
1346,1,14,781.5833333,206.1666667,0.93912037,1.06087963,1.25,30.75,23.98333333,29OCT11:00:00:00,29-Oct-11,43,0,912,192,1.256388889,0.743611111,5,0,1,H,1,multiparous,0,0,1,14
1355,1,8,395.75,101.0833333,0.929282407,1.070717593,0.75,46.25,24.00833333,08DEC11:00:00:00,11-Dec-11,30,18,699,203,2,0,0,10,1,H,0,multiparous,-2,-70,1,8
1355,1,10,437.6666667,113.8333333,1.085162037,0.914837963,0.583333333,43,24.23333333,08DEC11:00:00:00,11-Dec-11,40,28,546,160,2,0,0,10,1,H,0,multiparous,-2,-68,1,10
1355,1,12,435.0833333,112.8333333,1.051481482,0.948518519,0.666666667,46.16666667,26.4,08DEC11:00:00:00,11-Dec-11,44,56,282,80,0.794444444,1.205555556,1,10,1,H,0,multiparous,-2,-66,1,12
1355,1,14,353.4166667,95.5,1.051481482,0.948518519,0.666666667,45.5,26.9,08DEC11:00:00:00,11-Dec-11,24,18,535,154,2,0,0,10,1,H,0,multiparous,-2,-64,1,14
1355,1,16,330.1666667,91.33333333,1.058564815,0.941435185,0.666666667,43.16666667,26.26666667,08DEC11:00:00:00,11-Dec-11,38,9,764,205,1.981388889,0.018611111,1,10,1,H,0,multiparous,-2,-62,1,16
1355,1,18,341.75,93.91666667,1.097083333,0.902916667,0.75,42.41666667,26.93333333,08DEC11:00:00:00,11-Dec-11,48,88,166,36,0.550833333,1.449166667,2,10,1,H,0,multiparous,-2,-60,1,18
1355,1,20,349.25,96.25,1.141828704,0.858171296,0.75,44.33333333,27.31666667,08DEC11:00:00:00,11-Dec-11,23.8,60,161,43,0.771944444,1.228055556,1,10,1,H,0,multiparous,-2,-58,1,20
1355,1,22,386.5833333,106.8333333,1.239907407,0.760092593,0.833333333,43,28.19166667,08DEC11:00:00:00,11-Dec-11,22,63,495,138,1.383611111,0.616388889,2,10,1,H,0,multiparous,-2,-56,1,22
1355,1,0,367.0833333,100.6666667,1.185208333,0.814791667,0.833333333,46.83333333,29.49166667,09DEC11:00:00:00,11-Dec-11,32.2,74,66,10,0.265555556,1.734444444,1,9,1,H,0,multiparous,-2,-54,1,0
1355,1,2,367.75,100.75,1.174930556,0.825069444,0.916666667,46.16666667,28.48333333,09DEC11:00:00:00,11-Dec-11,9.9,50,82,15,0.284444444,1.715555556,2,9,1,H,0,multiparous,-2,-52,1,2
1355,1,4,381.3333333,105.0833333,1.192847222,0.807152778,0.833333333,45.16666667,27.575,09DEC11:00:00:00,11-Dec-11,9,48,215,63,0.4525,1.5475,0,9,1,H,0,multiparous,-2,-50,1,4
1355,1,6,358.0833333,99.25,1.133148148,0.866851852,0.916666667,46.66666667,27.55,09DEC11:00:00:00,11-Dec-11,9.7,48,286,84,1.113055556,0.886944444,1,9,1,H,0,multiparous,-2,-48,1,6
1355,1,8,354.8333333,99,1.133148148,0.866851852,0.916666667,47.5,26.55,09DEC11:00:00:00,11-Dec-11,18,28,660,200,2,0,0,9,1,H,0,multiparous,-1,-46,1,8
1355,1,10,366.4166667,102.25,1.126134259,0.873865741,1,46,25.89166667,09DEC11:00:00:00,11-Dec-11,32.1,10,685,199,1.915833333,0.084166667,1,9,1,H,0,multiparous,-1,-44,1,10
1355,1,12,345.3333333,95.91666667,1.069074074,0.930925926,1,44.66666667,25.88333333,09DEC11:00:00:00,11-Dec-11,43.9,40,29,4,0.109722222,1.890277778,1,9,1,H,0,multiparous,-1,-42,1,12
1355,1,14,346.75,96.5,1.045532407,0.954467593,1,46.5,25.13333333,09DEC11:00:00:00,11-Dec-11,15,40,552,161,1.7175,0.2825,0,9,1,H,0,multiparous,-1,-40,1,14
1355,1,16,330.0833333,93.91666667,1.047083333,0.952916667,0.916666667,47.75,24.88333333,09DEC11:00:00:00,11-Dec-11,35,24,564,174,2,0,0,9,1,H,0,multiparous,-1,-38,1,16
1355,1,18,331.3333333,94.91666667,1.058912037,0.941087963,0.916666667,47.16666667,24.13333333,09DEC11:00:00:00,11-Dec-11,39,81,181,48,0.692777778,1.307222222,2,9,1,H,0,multiparous,-1,-36,1,18
1355,1,20,320.8333333,92.16666667,1.006898148,0.993101852,0.916666667,46.66666667,24.175,09DEC11:00:00:00,11-Dec-11,24.3,54,35,10,0.147777778,1.852222222,1,9,1,H,0,multiparous,-1,-34,1,20
1355,1,22,407.9166667,116,1.058263889,0.941736111,0.75,43.16666667,23.30833333,09DEC11:00:00:00,11-Dec-11,11.6,21,1540,424,2,0,0,9,1,H,0,multiparous,-1,-32,1,22
1355,1,0,405.25,116,1.074907407,0.925092593,0.75,43.66666667,24.04166667,10DEC11:00:00:00,11-Dec-11,41,80,34,10,0.465277778,1.534722222,1,8,1,H,0,multiparous,-1,-30,1,0
1355,1,2,416,119.0833333,1.113402778,0.886597222,0.666666667,43,24.93333333,10DEC11:00:00:00,11-Dec-11,20.6,42,211,52,0.746388889,1.253611111,1,8,1,H,0,multiparous,-1,-28,1,2
1355,1,4,420.25,120.0833333,1.179305556,0.820694444,0.75,42.91666667,25.39166667,10DEC11:00:00:00,11-Dec-11,14.5,47,266,75,1.243333333,0.756666667,1,8,1,H,0,multiparous,-1,-26,1,4
1355,1,6,484.1666667,136.8333333,1.207291667,0.792708333,0.75,41.41666667,26.675,10DEC11:00:00:00,11-Dec-11,25.1,30,1053,285,1.448888889,0.551111111,1,8,1,H,0,multiparous,-1,-24,1,6
1355,1,8,619.3333333,170.25,1.205555556,0.794444444,0.833333333,39.66666667,27.50833333,10DEC11:00:00:00,11-Dec-11,28,7,2282,601,1.979166667,0.020833333,1,8,1,H,0,multiparous,0,-22,1,8
1355,1,10,697.25,187.9166667,1.203888889,0.796111111,0.916666667,42.5,29.2,10DEC11:00:00:00,11-Dec-11,52.4,44,1620,411,1.895833333,0.104166667,2,8,1,H,0,multiparous,0,-20,1,10
1355,1,12,783.1666667,211.75,1.31349537,0.68650463,1,39.16666667,28.43333333,10DEC11:00:00:00,11-Dec-11,34.7,0,1060,290,1.425,0.575,2,8,1,H,0,multiparous,0,-18,1,12
1355,1,14,866.3333333,232.0833333,1.259652778,0.740347222,1.5,35.83333333,29.425,10DEC11:00:00:00,11-Dec-11,26.9,0,1550,405,1.071388889,0.928611111,6,8,1,H,0,multiparous,0,-16,1,14
1355,1,16,857.1666667,227.5,1.221203704,0.778796296,1.833333333,33.83333333,26.50833333,10DEC11:00:00:00,11-Dec-11,0,0,454,119,1.538611111,0.461388889,4,8,1,H,0,multiparous,0,-14,1,16
1355,1,18,865.4166667,229.4166667,1.299814815,0.700185185,1.916666667,27.08333333,23.25833333,10DEC11:00:00:00,11-Dec-11,0,0,280,71,1.636111111,0.363888889,3,8,1,H,0,multiparous,0,-12,1,18
1355,1,20,887.5833333,234.8333333,1.396597222,0.603402778,2.166666667,22.58333333,21.23333333,10DEC11:00:00:00,11-Dec-11,0,0,301,75,1.309166667,0.690833333,4,8,1,H,0,multiparous,0,-10,1,20
1355,1,22,799.5833333,211.75,1.367013889,0.632986111,2.25,20.83333333,22.26666667,10DEC11:00:00:00,11-Dec-11,24,0,484,147,1.645,0.355,1,8,1,H,0,multiparous,0,-8,1,22
1355,1,0,818.3333333,216.3333333,1.412291667,0.587708333,2.333333333,14.25,21.48333333,11DEC11:00:00:00,11-Dec-11,31.6,1,259,65,1.008611111,0.991388889,2,7,1,H,0,multiparous,0,-6,1,0
1355,1,2,809.0833333,214.0833333,1.418958333,0.581041667,2.333333333,14.5,21.09166667,11DEC11:00:00:00,11-Dec-11,15.9,45,100,25,0.826388889,1.173611111,1,7,1,H,0,multiparous,0,-4,1,2
1355,1,4,830.3333333,220,1.450231482,0.549768519,2.333333333,12.5,21.06666667,11DEC11:00:00:00,11-Dec-11,14.2,23,521,146,1.618611111,0.381388889,1,7,1,H,1,multiparous,0,-2,1,4
1355,1,6,754.6666667,199.4166667,1.407152778,0.592847222,2.333333333,10.16666667,20.71666667,11DEC11:00:00:00,11-Dec-11,20.9,2,145,38,0.931944444,1.068055556,1,7,1,H,1,multiparous,0,0,1,6
1355,2,8,550.6666667,150.3333333,1.090949074,0.909050926,1.916666667,28.83333333,24.76666667,11FEB13:00:00:00,14-Feb-13,42.2,45,1389,380,2,0,0,6,1,H,0,multiparous,-2,-70,1,8
1355,2,10,588.3333333,161.3333333,1.115162037,0.884837963,1.833333333,30.08333333,25.20833333,11FEB13:00:00:00,14-Feb-13,32.8,31,1135,300,1.261111111,0.738888889,3,6,1,H,0,multiparous,-2,-68,1,10
1355,2,12,570.8333333,156.5833333,1.059513889,0.940486111,1.833333333,32.16666667,24.33333333,11FEB13:00:00:00,14-Feb-13,32.2,41,1272,335,1.085555556,0.914444444,1,6,1,H,0,multiparous,-2,-66,1,12
1355,2,14,546.25,149.9166667,1.040208333,0.959791667,1.75,34.41666667,23.23333333,11FEB13:00:00:00,14-Feb-13,27.1,54,62,16,0.477222222,1.522777778,1,6,1,H,0,multiparous,-2,-64,1,14
1355,2,16,667.4166667,180.25,1.005138889,0.994861111,1.833333333,34.41666667,22.65,11FEB13:00:00:00,14-Feb-13,25.9,0,2035,544,1.579166667,0.420833333,1,6,1,H,0,multiparous,-2,-62,1,16
1355,2,18,838.4166667,225.6666667,1.028263889,0.971736111,1.666666667,34.41666667,22.65,11FEB13:00:00:00,14-Feb-13,0,0,2621,710,2,0,0,6,1,H,0,multiparous,-2,-60,1,18
1355,2,20,855.6666667,230,1.025717593,0.974282407,1.666666667,34.41666667,22.65,11FEB13:00:00:00,14-Feb-13,0,0,591,160,0.89,1.11,3,6,1,H,0,multiparous,-2,-58,1,20
1355,2,22,824.8333333,220.0833333,0.918865741,1.081134259,1.5,34.16666667,22.33333333,11FEB13:00:00:00,14-Feb-13,23.2,58,55,10,0.117222222,1.882777778,2,6,1,H,0,multiparous,-2,-56,1,22
1355,2,0,834.8333333,222.9166667,0.933078704,1.066921296,1.416666667,32.58333333,22.13333333,12FEB13:00:00:00,14-Feb-13,17.2,46,165,40,0.216666667,1.783333333,1,5,1,H,0,multiparous,-2,-54,1,0
1355,2,2,849.75,227.25,1.021157407,0.958009259,1.333333333,31.66666667,22.475,12FEB13:00:00:00,14-Feb-13,21,41,244,66,1.335555556,0.414444444,1,5,1,H,0,multiparous,-2,-52,1,2
1355,2,4,845.3333333,227.25,1.022939815,0.956226852,1.333333333,32.83333333,22.3,12FEB13:00:00:00,14-Feb-13,16,50,20,5,0.069722222,1.930277778,2,5,1,H,0,multiparous,-2,-50,1,4
1355,2,6,844.75,226.75,1.036782407,0.942384259,1.333333333,32.91666667,21.425,12FEB13:00:00:00,14-Feb-13,19.5,29,548,155,1.409166667,0.590833333,1,5,1,H,0,multiparous,-2,-48,1,6
1355,2,8,816.9166667,219.9166667,0.981550926,0.997615741,1.5,30,20.725,12FEB13:00:00:00,14-Feb-13,33.8,10,1055,298,1.337222222,0.662777778,2,5,1,H,0,multiparous,-1,-46,1,8
1355,2,10,841.5833333,229.1666667,1.032546296,0.94662037,1.333333333,31.58333333,21.15,12FEB13:00:00:00,14-Feb-13,37.9,50,1431,411,1.873055556,0.126944444,1,5,1,H,0,multiparous,-1,-44,1,10
1355,2,12,800.9166667,218.5,0.978518519,1.000648148,1.416666667,32.75,21.03333333,12FEB13:00:00:00,14-Feb-13,30.8,55,784,207,0.437222222,1.562777778,2,5,1,H,0,multiparous,-1,-42,1,12
1355,2,14,908.75,246.0833333,1.009282407,0.969884259,1.416666667,29.58333333,20.90833333,12FEB13:00:00:00,14-Feb-13,25.6,16,1356,347,0.846388889,1.153611111,1,5,1,H,0,multiparous,-1,-40,1,14
1355,2,16,988.9166667,269.5833333,1.044351852,0.934814815,1.333333333,31.66666667,22.18333333,12FEB13:00:00:00,14-Feb-13,41.2,25,2997,826,2,0,0,5,1,H,0,multiparous,-1,-38,1,16
1355,2,18,901.1666667,248.4166667,1.044351852,0.934814815,1.333333333,36.58333333,26.19166667,12FEB13:00:00:00,14-Feb-13,48.1,59,1568,456,2,0,0,5,1,H,0,multiparous,-1,-36,1,18
1355,2,20,891.0833333,247,1.049259259,0.929907407,1.166666667,42.91666667,29.51666667,12FEB13:00:00:00,14-Feb-13,39.9,76,470,143,0.948888889,1.051111111,1,5,1,H,0,multiparous,-1,-34,1,20
1355,2,22,895.5833333,248.0833333,1.079097222,0.900069444,1.333333333,42.5,29.61666667,12FEB13:00:00:00,14-Feb-13,24.4,53,109,23,0.475277778,1.524722222,4,5,1,H,0,multiparous,-1,-32,1,22
1355,2,0,1020.25,284.75,1.168541667,0.810625,1.333333333,43,30.6,13FEB13:00:00:00,14-Feb-13,29,52,1661,480,1.29,0.71,1,4,1,H,0,multiparous,-1,-30,1,0
1355,2,2,1046.083333,291.25,1.223912037,0.776087963,1.25,44.58333333,31.78333333,13FEB13:00:00:00,14-Feb-13,35.2,60,554,144,2,0,0,4,1,H,0,multiparous,-1,-28,1,2
1355,2,4,1171.083333,324.9166667,1.30150463,0.69849537,1.416666667,43.5,32.66666667,13FEB13:00:00:00,14-Feb-13,26.6,37,1520,409,1.000833333,0.999166667,4,4,1,H,0,multiparous,-1,-26,1,4
1355,2,6,1330.583333,366.9166667,1.329907407,0.649259259,1.333333333,41.08333333,34.38333333,13FEB13:00:00:00,14-Feb-13,40.1,0,2462,659,1.75,0,0,4,1,H,0,multiparous,-1,-24,1,6
1355,2,8,1534.083333,421.75,1.353449074,0.625717593,1.25,40.25,35.53333333,13FEB13:00:00:00,14-Feb-13,47.6,0,3497,956,1.619722222,0.380277778,1,4,1,H,0,multiparous,0,-22,1,8
1355,2,10,1553.333333,425.3333333,1.32474537,0.654421296,1.416666667,36.08333333,32.375,13FEB13:00:00:00,14-Feb-13,0,0,1662,454,1.528611111,0.471388889,3,4,1,H,0,multiparous,0,-20,1,10
1355,2,12,1745.916667,477.5833333,1.359513889,0.619652778,1.416666667,31.5,29.80833333,13FEB13:00:00:00,14-Feb-13,0,0,3095,834,0.854444444,1.145555556,2,4,1,H,0,multiparous,0,-18,1,12
1355,2,14,1747.833333,480.6666667,1.387731482,0.591435185,1.5,30.16666667,27.675,13FEB13:00:00:00,14-Feb-13,0,0,1379,384,1.185,0.815,2,4,1,H,0,multiparous,0,-16,1,14
1355,2,16,1683.666667,462.9166667,1.337013889,0.600486111,1.583333333,28.08333333,24.24166667,13FEB13:00:00:00,14-Feb-13,0,0,2227,613,1.391388889,0.108611111,1,4,1,H,0,multiparous,0,-14,1,16
1355,2,18,1635.416667,443.3333333,1.193541667,0.702291667,2.166666667,23.16666667,20.23333333,13FEB13:00:00:00,14-Feb-13,0,0,989,221,0.278333333,1.221666667,7,4,1,H,0,multiparous,0,-12,1,18
1355,2,20,1621,438.5833333,1.239467593,0.614699074,2.083333333,16.83333333,16.90833333,13FEB13:00:00:00,14-Feb-13,0,0,297,86,1.5,0,0,4,1,H,0,multiparous,0,-10,1,20
1355,2,22,1643.916667,446.0833333,1.354027778,0.500138889,1.833333333,12.75,17.69166667,13FEB13:00:00:00,14-Feb-13,33.8,4,384,113,1.85,0.15,1,4,1,H,0,multiparous,0,-8,1,22
1355,2,0,1546.75,419.9166667,1.381851852,0.451481482,1.833333333,9.166666667,18.29166667,14FEB13:00:00:00,14-Feb-13,36.2,9,495,166,1.623888889,0.126111111,1,3,1,H,0,multiparous,0,-6,1,0
1355,2,2,1538.5,418.9166667,1.353958333,0.479375,2.083333333,7,18.05,14FEB13:00:00:00,14-Feb-13,32.3,34,455,132,1.665277778,0.334722222,3,3,1,H,0,multiparous,0,-4,1,2
1355,2,4,1417,386.4166667,1.307083333,0.52625,1.916666667,7.166666667,17.39166667,14FEB13:00:00:00,14-Feb-13,18.7,39,62,19,0.438333333,1.561666667,2,3,1,H,1,multiparous,0,-2,1,4
1355,2,6,1351.916667,362.8333333,1.276111111,0.578055556,2,8.5,16.03333333,14FEB13:00:00:00,14-Feb-13,23.8,16,1681,376,1.378333333,0.621666667,1,3,1,H,1,multiparous,0,0,1,6
1358,1,14,1033.333333,250.4166667,1.022476852,0.977523148,0.916666667,20.33333333,17.11666667,19NOV11:00:00:00,22-Nov-11,0,0,2213,491,1.212777778,0.787222222,1,5,3,H,0,multiparous,-2,-70,2,14
1358,1,16,1227.083333,288.75,1.063009259,0.936990741,0.916666667,20.33333333,17.11666667,19NOV11:00:00:00,22-Nov-11,0,0,3967,896,2,0,0,5,3,H,0,multiparous,-2,-68,2,16
1358,1,18,1309.416667,303.8333333,1.016481482,0.983518519,0.833333333,20.33333333,17.11666667,19NOV11:00:00:00,22-Nov-11,0,0,2021,450,0.777777778,1.222222222,1,5,3,H,0,multiparous,-2,-66,2,18
1358,1,20,1251.25,290.3333333,0.992361111,1.007638889,1,20.33333333,17.11666667,19NOV11:00:00:00,22-Nov-11,0,0,263,57,0.461666667,1.538333333,2,5,3,H,0,multiparous,-2,-64,2,20
1358,1,22,1288.916667,302.75,0.966226852,1.033773148,0.916666667,20.83333333,16.35833333,19NOV11:00:00:00,22-Nov-11,20.5,56,909,267,0.924722222,1.075277778,0,5,3,H,0,multiparous,-2,-62,2,22
1358,1,0,1418.75,330.0833333,1.06775463,0.93224537,0.916666667,20.16666667,17.11666667,20NOV11:00:00:00,22-Nov-11,31.3,42,1699,363,1.379166667,0.620833333,1,4,3,H,0,multiparous,-2,-60,2,0
1358,1,2,1396.166667,323.4166667,1.027546296,0.972453704,0.916666667,21,18.475,20NOV11:00:00:00,22-Nov-11,32.3,59,64,9,0.067777778,1.932222222,1,4,3,H,0,multiparous,-2,-58,2,2
1358,1,4,1397.5,324,1.030833333,0.969166667,0.916666667,22.5,18.08333333,20NOV11:00:00:00,22-Nov-11,12.1,56,54,12,0.066944444,1.933055556,1,4,3,H,0,multiparous,-2,-56,2,4
1358,1,6,1392.583333,324.5833333,1.096203704,0.903796296,0.833333333,21.75,18.475,20NOV11:00:00:00,22-Nov-11,18.9,19,566,152,1.537777778,0.462222222,0,4,3,H,0,multiparous,-2,-54,2,6
1358,1,8,1375.166667,319.5,0.999768519,1.000231482,0.916666667,23.16666667,18.29166667,20NOV11:00:00:00,22-Nov-11,27,26,669,177,0.842777778,1.157222222,1,4,3,H,0,multiparous,-2,-52,2,8
1358,1,10,1270.5,297,1.014398148,0.985601852,0.833333333,23.16666667,17.30833333,20NOV11:00:00:00,22-Nov-11,27,20,734,193,1.516111111,0.483888889,1,4,3,H,0,multiparous,-2,-50,2,10
1358,1,12,1100.75,256.1666667,0.908310185,1.091689815,0.833333333,26.75,15.85833333,20NOV11:00:00:00,22-Nov-11,21.2,43,50,7,0.112222222,1.887777778,1,4,3,H,0,multiparous,-2,-48,2,12
1358,1,14,950.0833333,223.6666667,0.880277778,1.119722222,0.833333333,29.41666667,17.275,20NOV11:00:00:00,22-Nov-11,17,32,405,101,0.876388889,1.123611111,1,4,3,H,0,multiparous,-1,-46,2,14
1358,1,16,908.8333333,218.9166667,0.880277778,1.119722222,0.833333333,29.41666667,20.60833333,20NOV11:00:00:00,22-Nov-11,40,0,3472,839,2,0,0,4,3,H,0,multiparous,-1,-44,2,16
1358,1,18,823.9166667,203.0833333,0.98212963,1.01787037,0.75,29.41666667,20.60833333,20NOV11:00:00:00,22-Nov-11,0,0,1002,260,2,0,0,4,3,H,0,multiparous,-1,-42,2,18
1358,1,20,812.4166667,200.0833333,0.962546296,1.037453704,0.75,29.41666667,20.60833333,20NOV11:00:00:00,22-Nov-11,0,0,125,21,0.226666667,1.773333333,2,4,3,H,0,multiparous,-1,-40,2,20
1358,1,22,779.5,190.3333333,0.983541667,1.016458333,0.833333333,27.33333333,20.90833333,20NOV11:00:00:00,22-Nov-11,24.1,31,514,150,1.176666667,0.823333333,1,4,3,H,0,multiparous,-1,-38,2,22
1358,1,0,650.75,162.25,0.905810185,1.094189815,0.833333333,28.25,20.68333333,21NOV11:00:00:00,22-Nov-11,28.6,53,154,26,0.446388889,1.553611111,1,3,3,H,0,multiparous,-1,-36,2,0
1358,1,2,653,163.25,0.915810185,1.084189815,0.833333333,28.33333333,19.35,21NOV11:00:00:00,22-Nov-11,16.3,60,91,21,0.187777778,1.812222222,1,3,3,H,0,multiparous,-1,-34,2,2
1358,1,4,654.3333333,162.9166667,0.918356482,1.081643519,0.833333333,27.83333333,19.55833333,21NOV11:00:00:00,22-Nov-11,14.6,50,70,8,0.0975,1.9025,1,3,3,H,0,multiparous,-1,-32,2,4
1358,1,6,670.3333333,166.5,0.895902778,1.104097222,0.916666667,27.25,19.6,21NOV11:00:00:00,22-Nov-11,19.4,12,758,195,1.268333333,0.731666667,1,3,3,H,0,multiparous,-1,-30,2,6
1358,1,8,711.75,176.6666667,0.992337963,1.007662037,0.833333333,27.33333333,19.88333333,21NOV11:00:00:00,22-Nov-11,30.4,27,1166,299,2,0,0,3,3,H,0,multiparous,-1,-28,2,8
1358,1,10,687,169.1666667,0.948148148,1.051851852,0.833333333,29.33333333,20.11666667,21NOV11:00:00:00,22-Nov-11,29.8,44,437,103,0.985833333,1.014166667,1,3,3,H,0,multiparous,-1,-26,2,10
1358,1,12,824,202.0833333,1.045833333,0.954166667,0.833333333,30.33333333,20.91666667,21NOV11:00:00:00,22-Nov-11,30.8,55,1694,402,1.284444444,0.715555556,1,3,3,H,0,multiparous,-1,-24,2,12
1358,1,14,930.5,227.3333333,1.099444444,0.900555556,0.75,27.66666667,23.30833333,21NOV11:00:00:00,22-Nov-11,45.7,0,1683,404,1.519722222,0.480277778,0,3,3,H,0,multiparous,0,-22,2,14
1358,1,16,791,196.9166667,1.086435185,0.913564815,0.833333333,27.66666667,19.975,21NOV11:00:00:00,22-Nov-11,0,0,1798,474,1.843888889,0.156111111,1,3,3,H,0,multiparous,0,-20,2,16
1358,1,18,820.5,202.25,0.993287037,1.006712963,0.916666667,27.66666667,19.975,21NOV11:00:00:00,22-Nov-11,0,0,1356,324,0.882222222,1.117777778,1,3,3,H,0,multiparous,0,-18,2,18
1358,1,20,817.5833333,202.0833333,0.98900463,1.01099537,0.833333333,27.66666667,19.975,21NOV11:00:00:00,22-Nov-11,0,0,90,19,0.175277778,1.824722222,1,3,3,H,0,multiparous,0,-16,2,20
1358,1,22,825.25,202.1666667,0.952893519,1.047106482,0.916666667,29.33333333,19.475,21NOV11:00:00:00,22-Nov-11,18.1,51,606,151,0.743333333,1.256666667,2,3,3,H,0,multiparous,0,-14,2,22
1358,1,0,827.1666667,203.3333333,0.946851852,1.053148148,0.916666667,27.91666667,18.69166667,22NOV11:00:00:00,22-Nov-11,19.2,36,177,40,0.373888889,1.626111111,1,2,3,H,0,multiparous,0,-12,2,0
1358,1,2,841.3333333,208.0833333,0.974143519,1.025856482,0.916666667,27.08333333,18.46666667,22NOV11:00:00:00,22-Nov-11,13.6,50,261,78,0.515277778,1.484722222,1,2,3,H,0,multiparous,0,-10,2,2
1358,1,4,843.6666667,209.3333333,0.986527778,1.013472222,1,24.58333333,18.45,22NOV11:00:00:00,22-Nov-11,14.4,20,98,23,0.246111111,1.753888889,2,2,3,H,0,multiparous,0,-8,2,4
1358,1,6,824.9166667,205,1.009814815,0.990185185,0.916666667,25.83333333,18.04166667,22NOV11:00:00:00,22-Nov-11,14.5,27,533,143,1.547777778,0.452222222,0,2,3,H,0,multiparous,0,-6,2,6
1358,1,8,796.3333333,197.9166667,0.964699074,1.035300926,1,25.91666667,17.73333333,22NOV11:00:00:00,22-Nov-11,26.7,28,823,214,1.458611111,0.541388889,1,2,3,H,0,multiparous,0,-4,2,8
1358,1,10,796.25,196.6666667,0.938240741,1.061759259,1.25,24.66666667,17.41666667,22NOV11:00:00:00,22-Nov-11,26,29,436,88,0.668333333,1.331666667,4,2,3,H,1,multiparous,0,-2,2,10
1358,1,12,693.3333333,171,0.879027778,1.120972222,1.583333333,20.83333333,16.70833333,22NOV11:00:00:00,22-Nov-11,22.3,9,459,94,0.573888889,1.426111111,5,2,3,H,1,multiparous,0,0,2,12
1359,1,20,611.3333333,164.75,1.410578704,0.589421296,0.416666667,,,27OCT11:00:00:00,30-Oct-11,,,1,0,0,2,0,0,1,H,0,multiparous,-2,-70,1,20
1359,1,22,568.4166667,152.1666667,1.243912037,0.756087963,0.416666667,,,27OCT11:00:00:00,30-Oct-11,,,0,0,0,2,0,0,1,H,0,multiparous,-2,-68,1,22
1359,1,0,568.5833333,150.25,1.189537037,0.810462963,0.416666667,,,28OCT11:00:00:00,30-Oct-11,,,616,150,1.242777778,0.757222222,1,0,1,H,0,multiparous,-2,-66,1,0
1359,1,2,581.75,152.1666667,1.178611111,0.821388889,0.333333333,,,28OCT11:00:00:00,30-Oct-11,,,839,208,1.714166667,0.285833333,0,0,1,H,0,multiparous,-2,-64,1,2
1359,1,4,542.75,140.0833333,1.031782407,0.968217593,0.416666667,,,28OCT11:00:00:00,30-Oct-11,,,141,35,0.238055556,1.761944444,1,0,1,H,0,multiparous,-2,-62,1,4
1359,1,6,501.5,126.1666667,0.910416667,1.089583333,0.5,,,28OCT11:00:00:00,30-Oct-11,,,174,34,0.543611111,1.456388889,1,0,1,H,0,multiparous,-2,-60,1,6
