cow,breed,lactation_number_in_data,calvdate,parity,date,mtotalmotion,mtotalsteps,mhoursstanding,mhourslying,mlyingbouts,mrumination,mactivity,predictedcalving,calved,calvingeasescore,date1,daysprior
1346,H,1,29-Oct-11,multiparous,26OCT11:00:00:00,851.9166667,219.5833333,1.018518519,0.981481482,0.75,33.16666667,21.625,0,0,1,26-Oct-11,-3
1346,H,1,29-Oct-11,multiparous,27OCT11:00:00:00,848.5833333,218.4166667,1.058425926,0.941574074,0.5,32.5,23.64166667,0,0,1,27-Oct-11,-2
1346,H,1,29-Oct-11,multiparous,28OCT11:00:00:00,577.6666667,154.5833333,0.911967593,1.088032407,0.666666667,35.33333333,28.28333333,0,0,1,28-Oct-11,-1
1346,H,1,29-Oct-11,multiparous,29OCT11:00:00:00,875.875,226.875,0.914270833,1.085729167,1.5,36.375,28.225,0,1,1,29-Oct-11,0
1355,H,1,11-Dec-11,multiparous,27NOV11:00:00:00,207.25,50.5,0.864652778,1.135347222,0.75,35.91666667,14.73333333,21,0,1,27-Nov-11,-14
1355,H,1,11-Dec-11,multiparous,28NOV11:00:00:00,352,88.5,1.299444444,0.700555556,0.833333333,36,18.2,20,0,1,28-Nov-11,-13
1355,H,1,11-Dec-11,multiparous,29NOV11:00:00:00,299.3333333,78.66666667,0.972476852,1.027523148,0.666666667,31.25,16.75,19,0,1,29-Nov-11,-12
1355,H,1,11-Dec-11,multiparous,30NOV11:00:00:00,428.75,106.0833333,1.088773148,0.911226852,0.833333333,27.83333333,14.9,18,0,1,30-Nov-11,-11
1355,H,1,11-Dec-11,multiparous,01DEC11:00:00:00,498,126.9166667,1.102037037,0.897962963,0.833333333,23.25,15.85,17,0,1,1-Dec-11,-10
1355,H,1,11-Dec-11,multiparous,02DEC11:00:00:00,500,119.4166667,0.778449074,1.221550926,0.75,43.16666667,26.225,16,0,1,2-Dec-11,-9
1355,H,1,11-Dec-11,multiparous,03DEC11:00:00:00,346,88.25,0.86037037,1.13962963,0.833333333,45.83333333,25.79166667,15,0,1,3-Dec-11,-8
1355,H,1,11-Dec-11,multiparous,04DEC11:00:00:00,280.75,71.66666667,0.739490741,1.260509259,1.083333333,44.33333333,22.35833333,14,0,1,4-Dec-11,-7
1355,H,1,11-Dec-11,multiparous,05DEC11:00:00:00,194.0833333,52.41666667,0.882731482,1.117268519,0.916666667,39.75,17.50833333,13,0,1,5-Dec-11,-6
1355,H,1,11-Dec-11,multiparous,06DEC11:00:00:00,276.9166667,75.25,1.061041667,0.918125,0.916666667,39,27.21666667,12,0,1,6-Dec-11,-5
1355,H,1,11-Dec-11,multiparous,07DEC11:00:00:00,357.6666667,88.91666667,0.882384259,1.117615741,0.833333333,48.91666667,23.68333333,11,0,1,7-Dec-11,-4
